Step,AgentID,Type,Capital,Labor,Production,Price,Inventory,Budget,Productivity,Wage,Skills,Savings,Consumption
1,31,Firm2,10.0,10,5.0,1.0932994661663331,5.948016000000003,13.332705379042945,1.0,0.0625,,,
1,32,Firm2,10.0,10,5.0,1.2156452141627234,8.987004,10.0,1.0,0.0625,,,
1,33,Firm2,10.0,3,5.0,1.0107810562951727,0.0,19.48479889802448,1.0,0.0625,,,
1,34,Firm2,10.0,0,5.0,1.0367253361491011,0.0,19.60137957143666,1.0,0.0625,,,
1,35,Firm1,10.0,1,0.1993203874508128,3.0789715311308274,4.1911250670633615,10.0,1.0,0.0625,,,
1,36,Firm1,10.0,1,0.19932038678633482,3.6023047972808055,4.1911250663995485,10.0,1.0,0.0625,,,
2,0,Worker,,0,,,,,,0.06624266047960925,0.100495,97.86911149211952,1.0
2,1,Worker,,0,,,,,,0.0625,0.100495,97.86911149211952,1.0
2,2,Worker,,0,,,,,,0.0625,0.100495,97.86911149211952,1.0
2,3,Worker,,0,,,,,,0.0625,0.100495,97.86911149211952,1.0
2,4,Worker,,0,,,,,,0.0625,0.100495,97.86911149211952,1.0
2,5,Worker,,0,,,,,,0.0625,0.100495,97.86911149211952,1.0
2,6,Worker,,0,,,,,,0.0625,0.100495,97.86911149211952,1.0
2,7,Worker,,0,,,,,,0.0625,0.100495,97.86911149211952,1.0
2,8,Worker,,0,,,,,,0.0625,0.100495,97.86894290618902,1.0
2,9,Worker,,0,,,,,,0.0625,0.100495,97.85613935219254,1.0
2,10,Worker,,0,,,,,,0.0625,0.100495,97.85613935219254,1.0
2,11,Worker,,0,,,,,,0.0625,0.100495,97.85613935219254,1.0
2,12,Worker,,0,,,,,,0.0625,0.100495,97.85613935219254,1.0
2,13,Worker,,0,,,,,,0.0744765135347496,0.100495,97.85613935219254,1.0
2,14,Worker,,0,,,,,,0.0744765135347496,0.100495,97.85613935219254,1.0
2,15,Worker,,0,,,,,,0.0744765135347496,0.100495,97.85613935219254,1.0
2,16,Worker,,0,,,,,,0.0744765135347496,0.100495,97.85613935219254,1.0
2,17,Worker,,0,,,,,,0.0744765135347496,0.100495,97.85117325029543,0.3222522463694304
2,18,Worker,,0,,,,,,0.0625,0.100495,97.81554122196677,1.0
2,19,Worker,,0,,,,,,0.0744765135347496,0.100495,97.81554122196677,1.0
2,20,Worker,,0,,,,,,0.0744765135347496,0.100495,97.81554122196677,1.0
2,21,Worker,,0,,,,,,0.0733031022165429,0.100495,97.81554122196677,1.0
2,22,Worker,,0,,,,,,0.07291196511047401,0.100495,97.81554122196677,1.0
2,23,Worker,,0,,,,,,0.07291196511047401,0.100495,97.81554122196677,1.0
2,24,Worker,,0,,,,,,0.07291196511047401,0.100495,97.81554122196677,1.0
2,25,Worker,,0,,,,,,0.07291196511047401,0.100495,97.81554122196677,1.0
2,26,Worker,,0,,,,,,0.07291196511047401,0.100495,97.81550653258752,1.0
2,27,Worker,,0,,,,,,0.06835673037464163,0.100495,98.17637409552692,0.6677477536305698
2,28,Worker,,0,,,,,,0.0625,0.100495,98.90335026691683,1.0
2,29,Worker,,0,,,,,,0.0625,0.100495,98.90335026691683,1.0
2,30,Firm2,10.0,10,10.0,1.1479449243859914,9.99,1.5975993956683432,1.0,0.0625,,,
2,31,Firm2,10.0,5,9.1511332400086,1.5333907635483974,15.078108022784594,0.20770537904294528,1.0,0.0625,,,
2,32,Firm2,10.0,1,8.717426200827397,1.0181447492147075,0.0,19.449881995257446,1.0,0.0625,,,
2,33,Firm2,10.0,12,10.0,1.044546369710241,0.0,25.48589980993132,1.0,0.0625,,,
2,34,Firm2,10.0,7,10.0,1.2742603118102491,9.99,19.60137957143666,1.0,0.0625,,,
2,35,Firm1,10.0,0,1.1639365574393015e-05,2.6226941877940066,4.1827586357805115,9.563287980336739,1.0,0.0625,,,
2,36,Firm1,10.0,0,1.961547126098504e-06,2.8280559931215175,4.182748966977395,9.506788311852855,1.0,0.0625,,,
3,0,Worker,,0,,,,,,0.13857474014366966,0.10149995,96.87146014536764,1.0
3,1,Worker,,0,,,,,,0.10170964588481624,0.099992525,96.87146014536764,1.0
3,2,Worker,,0,,,,,,0.0730367947945969,0.099992525,96.87146014536764,1.0
3,3,Worker,,0,,,,,,0.0730367947945969,0.099992525,96.87146014536764,1.0
3,4,Worker,,0,,,,,,0.0730367947945969,0.099992525,96.87146014536764,1.0
3,5,Worker,,0,,,,,,0.0730367947945969,0.099992525,96.87146014536764,1.0
3,6,Worker,,0,,,,,,0.0730367947945969,0.099992525,96.87146014536764,1.0
3,7,Worker,,0,,,,,,0.0730367947945969,0.099992525,96.87146014536764,1.0
3,8,Worker,,0,,,,,,0.0730367947945969,0.099992525,96.87129155943714,1.0
3,9,Worker,,0,,,,,,0.06842694707196076,0.10149995,96.85733796560599,0.00999804847347896
3,10,Worker,,0,,,,,,0.0730367947945969,0.099992525,96.74346157426176,1.0
3,11,Worker,,0,,,,,,0.0,0.099992525,96.74346157426176,1.0
3,12,Worker,,0,,,,,,0.0,0.099992525,96.74346157426176,1.0
3,13,Worker,,0,,,,,,0.0,0.099992525,96.74346157426176,1.0
3,14,Worker,,0,,,,,,0.0,0.099992525,96.74346157426176,1.0
3,15,Worker,,0,,,,,,0.0,0.099992525,96.74346157426176,1.0
3,16,Worker,,0,,,,,,0.0,0.099992525,96.74346157426176,1.0
3,17,Worker,,0,,,,,,0.0,0.099992525,96.73849547236465,1.0
3,18,Worker,,0,,,,,,0.0625,0.10149995,96.70286344403598,1.0
3,19,Worker,,0,,,,,,0.0,0.099992525,96.70286344403598,1.0
3,20,Worker,,0,,,,,,0.0,0.099992525,96.70286344403598,1.0
3,21,Worker,,0,,,,,,0.07291196511047401,0.10149995,96.70286344403598,1.0
3,22,Worker,,0,,,,,,0.07291196511047401,0.10149995,96.70286344403598,1.0
3,23,Worker,,0,,,,,,0.07291196511047401,0.10149995,96.70286344403598,1.0
3,24,Worker,,0,,,,,,0.07291196511047401,0.10149995,96.70286344403598,1.0
3,25,Worker,,0,,,,,,0.07291196511047401,0.10149995,96.68603253593926,0.6100654691958827
3,26,Worker,,0,,,,,,0.07291196511047401,0.10149995,96.67524006303826,1.0
3,27,Worker,,0,,,,,,0.07291196511047401,0.10149995,97.03610762597766,1.0
3,28,Worker,,0,,,,,,0.0,0.099992525,97.76308379736757,1.0
3,29,Worker,,0,,,,,,0.0,0.099992525,97.76308379736757,1.0
3,30,Firm2,10.0,1,5.435337927204801,1.044711356646427,0.0,17.170262158262837,1.0,0.0625,,,
3,31,Firm2,10.0,0,4.151133240008599,1.1638455959545508,19.19494899161564,0.20770537904294528,1.0,0.07059819508592424,,,
3,32,Firm2,10.0,11,10.000001573628614,1.099888739883376,5.379936102859103,23.706585072208387,1.0,0.0625,,,
3,33,Firm2,10.0,0,10.000001953480002,0.8146584942886255,0.0,24.003280573220998,1.0,0.07059819508592424,,,
3,34,Firm2,10.0,9,8.574284387028351,1.2540779878951116,18.535740092641323,4.873162619120908,1.0,0.07291196511047403,,,
3,35,Firm1,10.0,0,1.1559699992209637e-06,2.0745585160398745,4.174398456081615,9.563287980336739,1.0,0.07059819508592424,,,
3,36,Firm1,10.0,0,1.169411246653254e-06,2.1396912247253717,4.174388820034243,9.506788311852855,1.0,0.07059819508592424,,,
4,0,Worker,,0,,,,,,0.0,0.10251494950000001,95.8679902591332,1.0434391684597428
4,1,Worker,,0,,,,,,0.11749045974802723,0.10099245025,95.90976547588758,1.0
4,2,Worker,,0,,,,,,0.11427820385448494,0.10099245025,95.90976547588758,1.0
4,3,Worker,,0,,,,,,0.09122574735239572,0.10099245025,95.90976547588758,1.0
4,4,Worker,,0,,,,,,0.08095594607829948,0.10099245025,95.90976547588758,1.0
4,5,Worker,,0,,,,,,0.08095594607829948,0.10099245025,95.90976547588758,1.0
4,6,Worker,,0,,,,,,0.08095594607829948,0.10099245025,95.90976547588758,1.0
4,7,Worker,,0,,,,,,0.08095594607829948,0.10099245025,95.90976547588758,1.0
4,8,Worker,,0,,,,,,0.08095594607829948,0.10099245025,95.90959688995709,1.0
4,9,Worker,,0,,,,,,0.1111111111111111,0.10251494950000001,95.89229586073347,0.038972272144679465
4,10,Worker,,0,,,,,,0.08095594607829948,0.10099245025,95.69587416083164,1.0
4,11,Worker,,0,,,,,,0.07634195955872461,0.099492562375,95.69587416083164,1.0
4,12,Worker,,0,,,,,,0.0625,0.099492562375,95.69587416083164,1.0
4,13,Worker,,0,,,,,,0.0625,0.099492562375,95.69587416083164,1.0
4,14,Worker,,0,,,,,,0.0625,0.099492562375,95.69587416083164,1.0
4,15,Worker,,0,,,,,,0.0625,0.099492562375,95.69587416083164,1.0
4,16,Worker,,0,,,,,,0.0625,0.099492562375,95.69587416083164,1.0
4,17,Worker,,0,,,,,,0.0625,0.099492562375,95.69090805893453,1.0
4,18,Worker,,0,,,,,,0.0625,0.10251494950000001,95.65527603060586,1.0
4,19,Worker,,0,,,,,,0.0625,0.099492562375,95.65527603060586,1.0
4,20,Worker,,0,,,,,,0.0,0.099492562375,95.65527603060586,1.0
4,21,Worker,,0,,,,,,0.0,0.10251494950000001,95.65527603060586,1.0
4,22,Worker,,0,,,,,,0.0,0.10251494950000001,95.65527603060586,1.0
4,23,Worker,,0,,,,,,0.0,0.10251494950000001,95.65527603060586,1.0
4,24,Worker,,0,,,,,,0.0,0.10251494950000001,95.63290787557524,0.43235121992240444
4,25,Worker,,0,,,,,,0.0,0.10251494950000001,95.58670904776274,1.0
4,26,Worker,,0,,,,,,0.0,0.10251494950000001,95.57591657486174,1.0
4,27,Worker,,0,,,,,,0.0,0.10251494950000001,95.93678413780114,1.0
4,28,Worker,,0,,,,,,0.0,0.099492562375,96.66376030919105,1.0
4,29,Worker,,0,,,,,,0.0,0.099492562375,96.66376030919105,1.0
4,30,Firm2,10.0,9,10.014481103643327,1.2753113654061987,10.004466622539683,16.295262158262837,1.0,0.0625,,,
4,31,Firm2,10.0,0,2.6210771080771167,1.0545629445597273,21.77503431955044,0.20770537904294528,1.0,0.07082957208837921,,,
4,32,Firm2,10.0,0,9.246686127760547,0.9140634518027474,0.0,28.940477321167798,1.0,0.07082957208837921,,,
4,33,Firm2,10.0,9,10.014481377692757,0.7422779639026046,0.0,33.62452305839689,1.0,0.07082957208837921,,,
4,34,Firm2,10.0,0,6.723629631699752,1.0175356012955414,19.78324193034178,6.47035600457757,1.0,0.0625,,,
4,35,Firm1,10.0,2,1.8192828580531342,1.721922677842788,5.983517408762989,9.563287980336739,1.0,0.0625,,,
4,36,Firm1,10.0,2,1.8192842251076418,1.7107271775968795,5.983509157665528,9.506788311852855,1.0,0.0625,,,
5,0,Worker,,0,,,,,,0.14608515648228315,0.10200237475250001,94.92383923282186,1.0
5,1,Worker,,0,,,,,,0.11749045974802723,0.1020023747525,94.96561444957625,1.0
5,2,Worker,,0,,,,,,0.11427820385448494,0.1020023747525,94.96561444957625,1.0
5,3,Worker,,0,,,,,,0.09122574735239572,0.1020023747525,94.96561444957625,1.0
5,4,Worker,,0,,,,,,0.08095594607829948,0.1020023747525,94.96561444957625,1.0
5,5,Worker,,0,,,,,,0.08095594607829948,0.1020023747525,94.96561444957625,1.0
5,6,Worker,,0,,,,,,0.14438435277946082,0.1020023747525,94.96561444957625,1.0
5,7,Worker,,0,,,,,,0.11887229723712632,0.1020023747525,94.96561444957625,1.0
5,8,Worker,,0,,,,,,0.11475348991651216,0.1020023747525,94.96544586364575,1.0
5,9,Worker,,0,,,,,,0.10489607962647639,0.10354009899500001,94.94814483442214,1.0
5,10,Worker,,0,,,,,,0.09690532486051745,0.1020023747525,94.70388423916268,0.995531852278905
5,11,Worker,,0,,,,,,0.07634195955872461,0.10048748799875,94.70366952855268,1.0
5,12,Worker,,0,,,,,,0.0625,0.10048748799875,94.70366952855268,1.0
5,13,Worker,,0,,,,,,0.0625,0.10048748799875,94.70366952855268,1.0
5,14,Worker,,0,,,,,,0.0625,0.10048748799875,94.70366952855268,1.0
5,15,Worker,,0,,,,,,0.0625,0.10048748799875,94.70366952855268,1.0
5,16,Worker,,0,,,,,,0.0625,0.10048748799875,94.70366952855268,1.0
5,17,Worker,,0,,,,,,0.0625,0.10048748799875,94.69870342665557,1.0
5,18,Worker,,0,,,,,,0.0625,0.10354009899500001,94.6630713983269,1.0
5,19,Worker,,0,,,,,,0.08185299523404106,0.10048748799875,94.6630713983269,1.0
5,20,Worker,,0,,,,,,0.08560000033340175,0.098995099563125,94.6630713983269,1.0
5,21,Worker,,0,,,,,,0.07881680561713232,0.10200237475250001,94.6630713983269,1.0
5,22,Worker,,0,,,,,,0.07881680561713232,0.10200237475250001,94.6630713983269,1.0
5,23,Worker,,0,,,,,,0.07881680561713232,0.10200237475250001,94.6630713983269,1.0
5,24,Worker,,0,,,,,,0.07881680561713232,0.10200237475250001,94.64070324329629,1.0
5,25,Worker,,0,,,,,,0.07881680561713232,0.10200237475250001,94.59450441548378,1.0
5,26,Worker,,0,,,,,,0.07881680561713232,0.10200237475250001,94.58371194258278,1.0
5,27,Worker,,0,,,,,,0.07617541427423312,0.10200237475250001,94.94457950552219,1.0
5,28,Worker,,0,,,,,,0.06472938512166992,0.098995099563125,95.67155567691209,1.0
5,29,Worker,,0,,,,,,0.06472938512166992,0.098995099563125,95.67155567691209,1.0
5,30,Firm2,10.0,5,8.586699343092278,1.2503656726813352,18.562580337510408,0.20892754063872854,1.0,0.07726475686263959,,,
5,31,Firm2,10.0,0,2.1350335292161073,0.8166789033545275,3.868872669353646,20.0473647077554,1.0,0.07815729158542283,,,
5,32,Firm2,10.0,8,10.014481403859826,1.1310695761900287,10.004466922455967,28.940477321167798,1.0,0.07815729158542283,,,
5,33,Firm2,10.0,11,10.014482630351447,0.7205716914192757,0.0,27.695251927766716,1.0,0.0625,,,
5,34,Firm2,10.0,3,6.72056948495767,0.922797388800656,26.457544145195744,6.47035600457757,1.0,0.07815729158542283,,,
5,35,Firm1,10.0,7,5.002808076160953,1.3343226433231778,10.969361625547664,5.333631429407758,1.0,0.11749045974802723,,,
5,36,Firm1,10.0,5,4.4737056512855595,1.4917737876340114,10.440780068493629,5.181654525947371,1.0,0.11381931015540747,,,
6,0,Worker,,0,,,,,,0.0,0.10302239850002501,93.72045227956063,1.310911669203049
6,1,Worker,,0,,,,,,0.06643306330501945,0.1014923628787375,94.04763730318864,1.0
6,2,Worker,,0,,,,,,0.0,0.103022398500025,94.03095209122633,1.0181760646525702
6,3,Worker,,0,,,,,,0.11381931015540747,0.103022398500025,94.03151530532242,1.0175625263980428
6,4,Worker,,0,,,,,,0.06572687504069735,0.103022398500025,94.04763730318864,1.0
6,5,Worker,,0,,,,,,0.06572687504069735,0.103022398500025,94.04763730318864,1.0
6,6,Worker,,0,,,,,,0.11887229723712632,0.103022398500025,93.90552829076779,1.154806699687543
6,7,Worker,,0,,,,,,0.0,0.103022398500025,93.98047063939254,1.0731681219520728
6,8,Worker,,0,,,,,,0.06572687504069735,0.1014923628787375,94.04746871725814,1.0
6,9,Worker,,0,,,,,,0.0,0.10457549998495001,94.03016768803452,1.0
6,10,Worker,,0,,,,,,0.06572687504069735,0.1014923628787375,93.78590709277506,1.0
6,11,Worker,,0,,,,,,0.06572687504069735,0.1014923628787375,93.78569238216507,1.0
6,12,Worker,,0,,,,,,0.06572687504069735,0.1014923628787375,93.78569238216507,1.0
6,13,Worker,,0,,,,,,0.06572687504069735,0.1014923628787375,93.78569238216507,1.0
6,14,Worker,,0,,,,,,0.0,0.1014923628787375,93.78569238216507,1.0
6,15,Worker,,0,,,,,,0.0,0.1014923628787375,93.78569238216507,1.0
6,16,Worker,,0,,,,,,0.0,0.1014923628787375,93.78569238216507,1.0
6,17,Worker,,0,,,,,,0.0,0.1014923628787375,93.78072628026796,1.0
6,18,Worker,,0,,,,,,0.0,0.10457549998495001,93.74509425193929,1.0
6,19,Worker,,0,,,,,,0.0,0.1014923628787375,93.74509425193929,1.0
6,20,Worker,,0,,,,,,0.0,0.09998505055875624,93.74509425193929,1.0
6,21,Worker,,0,,,,,,0.0,0.10302239850002501,93.74509425193929,1.0
6,22,Worker,,0,,,,,,0.0,0.10302239850002501,93.74509425193929,1.0
6,23,Worker,,0,,,,,,0.0,0.10302239850002501,93.74509425193929,1.0
6,24,Worker,,0,,,,,,0.0,0.10302239850002501,93.72272609690867,1.0
6,25,Worker,,0,,,,,,0.0,0.10302239850002501,93.67652726909617,1.0
6,26,Worker,,0,,,,,,0.0,0.10302239850002501,93.66573479619517,1.0
6,27,Worker,,0,,,,,,0.06472938512166992,0.10302239850002501,94.02660235913457,1.0
6,28,Worker,,0,,,,,,0.06472938512166992,0.09998505055875624,94.75357853052448,1.0
6,29,Worker,,0,,,,,,0.06472938512166992,0.09998505055875624,94.75357853052448,1.0
6,30,Firm2,10.0,0,3.5866993430922776,0.7819853854395391,22.108586383164912,0.20892754063872854,1.0,0.09422448145001106,,,
6,31,Firm2,10.0,8,7.135033529216107,1.0955399744053573,10.989037288574501,20.0473647077554,1.0,0.09422448145001106,,,
6,32,Firm2,10.0,0,8.763761513829158,0.8565090476437507,18.739465745393304,19.56127745272905,1.0,0.09422448145001106,,,
6,33,Firm2,10.0,0,10.191543360250959,0.7242424994909402,10.181351816890707,15.479112076815937,1.0,0.09422448145001106,,,
6,34,Firm2,10.0,3,6.415671865411597,0.6828816530097386,2.239286626102409,30.006106130608014,1.0,0.06472938512166992,,,
6,35,Firm1,10.0,0,3.4617636780640195,1.0821989688878055,14.405735786044149,0.11783275840670904,1.0,0.09422448145001106,,,
6,36,Firm1,10.0,3,3.471625985561693,1.1124727670837373,13.888063308712841,0.3102897319493181,1.0,0.1163458036962669,,,
7,0,Worker,,0,,,,,,0.0,0.10250728650752489,92.8585258897471,1.0
7,1,Worker,,0,,,,,,0.09514121594533145,0.10250728650752487,93.1857109133751,1.0
7,2,Worker,,0,,,,,,0.09514121594533145,0.10250728650752487,93.16902570141279,1.0
7,3,Worker,,0,,,,,,0.0,0.10405262248502524,93.16958891550888,1.0
7,4,Worker,,0,,,,,,0.09514121594533145,0.10405262248502524,93.1857109133751,1.0
7,5,Worker,,0,,,,,,0.09514121594533145,0.10405262248502524,93.1857109133751,1.0
7,6,Worker,,0,,,,,,0.11887229723712632,0.10405262248502524,93.04360190095426,1.0
7,7,Worker,,0,,,,,,0.07408575003028335,0.10250728650752487,93.118544249579,1.0
7,8,Worker,,0,,,,,,0.06922679635757994,0.10250728650752487,93.18554232744461,1.0
7,9,Worker,,0,,,,,,0.0,0.10405262248502527,93.16824129822099,1.0
7,10,Worker,,0,,,,,,0.06922679635757994,0.10250728650752487,92.92398070296153,1.0
7,11,Worker,,0,,,,,,0.06922679635757994,0.10250728650752487,92.92376599235153,1.0
7,12,Worker,,0,,,,,,0.06649369975032013,0.10250728650752487,92.92376599235153,1.0
7,13,Worker,,0,,,,,,0.0643679579446736,0.10250728650752487,92.92376599235153,1.0
7,14,Worker,,0,,,,,,0.0643679579446736,0.10098490106434381,92.92376599235153,1.0
7,15,Worker,,0,,,,,,0.0643679579446736,0.10098490106434381,92.92376599235153,1.0
7,16,Worker,,0,,,,,,0.0643679579446736,0.10098490106434381,92.92376599235153,1.0
7,17,Worker,,0,,,,,,0.0643679579446736,0.10098490106434381,92.91879989045442,1.0
7,18,Worker,,0,,,,,,0.0643679579446736,0.10405262248502527,92.88316786212576,1.0
7,19,Worker,,0,,,,,,0.0,0.10098490106434381,92.88316786212576,1.0
7,20,Worker,,0,,,,,,0.0,0.09948512530596246,92.88316786212576,1.0
7,21,Worker,,0,,,,,,0.0,0.10250728650752489,92.88316786212576,1.0
7,22,Worker,,0,,,,,,0.0,0.10250728650752489,92.88316786212576,1.0
7,23,Worker,,0,,,,,,0.0,0.10250728650752489,92.84716690157045,0.6748465300832294
7,24,Worker,,0,,,,,,0.0,0.10250728650752489,92.80745282161755,1.0
7,25,Worker,,0,,,,,,0.0,0.10250728650752489,92.76125399380504,1.0
7,26,Worker,,0,,,,,,0.0,0.10250728650752489,92.75046152090404,1.0
7,27,Worker,,0,,,,,,0.06472938512166992,0.10405262248502525,93.11132908384344,1.0
7,28,Worker,,0,,,,,,0.06472938512166992,0.10098490106434381,93.83830525523335,1.0
7,29,Worker,,0,,,,,,0.06472938512166992,0.10098490106434381,93.83830525523335,1.0
7,30,Firm2,10.0,0,1.262024175106911,0.6010323594325797,0.0,20.31349286281083,1.0,0.07826511315053403,,,
7,31,Firm2,10.0,0,8.43170752377541,0.7813257410079846,19.390346019286273,12.554500953115895,1.0,0.07826511315053403,,,
7,32,Firm2,10.0,5,7.325610642695298,0.707726130387769,19.345444055337637,25.670586098383993,1.0,0.07826511315053403,,,
7,33,Firm2,10.0,7,8.546975667148729,0.7460821575097825,18.69942798609032,15.479112076815937,1.0,0.07826511315053403,,,
7,34,Firm2,10.0,8,9.680422022179714,0.8816394254904604,11.905551892294366,25.475049172091122,1.0,0.06472938512166992,,,
7,35,Firm1,10.0,0,2.3475528312782425,0.949963853984688,16.72214399865481,0.11783275840670904,1.0,0.07826511315053403,,,
7,36,Firm1,10.0,1,0.8076943161542292,0.9144193662356719,14.6671876919968,0.07254513747506543,1.0,0.11887229723712632,,,
8,0,Worker,,0,,,,,,0.1883631706525985,0.10199475007498726,92.00431547377774,1.0
8,1,Worker,,0,,,,,,0.0625,0.10199475007498725,92.33150049740574,1.0
8,2,Worker,,0,,,,,,0.0625,0.10199475007498725,92.31481528544343,1.0
8,3,Worker,,0,,,,,,0.0,0.10353235937260011,92.31537849953952,1.0
8,4,Worker,,0,,,,,,0.0625,0.10353235937260011,92.33150049740574,1.0
8,5,Worker,,0,,,,,,0.0625,0.10353235937260011,92.33150049740574,1.0
8,6,Worker,,0,,,,,,0.0,0.10353235937260011,92.1893914849849,1.0
8,7,Worker,,0,,,,,,0.0625,0.10199475007498725,92.26433383360964,1.0
8,8,Worker,,0,,,,,,0.0625,0.10199475007498725,92.33133191147525,1.0
8,9,Worker,,0,,,,,,0.08984375,0.10353235937260014,92.31403088225163,1.0
8,10,Worker,,0,,,,,,0.06922679635757994,0.10353235937260012,92.06977028699217,1.0
8,11,Worker,,0,,,,,,0.06922679635757994,0.10353235937260012,92.06955557638217,1.0
8,12,Worker,,0,,,,,,0.0625,0.10199475007498725,92.06955557638217,1.0
8,13,Worker,,0,,,,,,0.0625,0.10199475007498725,92.06955557638217,1.0
8,14,Worker,,0,,,,,,0.0625,0.10047997655902209,92.06955557638217,1.0
8,15,Worker,,0,,,,,,0.0,0.10047997655902209,92.06955557638217,1.0
8,16,Worker,,0,,,,,,0.0,0.10047997655902209,92.06955557638217,1.0
8,17,Worker,,0,,,,,,0.0,0.10047997655902209,92.06458947448506,1.0
8,18,Worker,,0,,,,,,0.0,0.10353235937260014,92.0289574461564,1.0
8,19,Worker,,0,,,,,,0.0,0.10047997655902209,92.0289574461564,1.0
8,20,Worker,,0,,,,,,0.0,0.09898769967943265,92.0289574461564,1.0
8,21,Worker,,0,,,,,,0.0,0.10199475007498726,92.0289574461564,1.0
8,22,Worker,,0,,,,,,0.0,0.10199475007498726,92.0289574461564,1.0
8,23,Worker,,0,,,,,,0.0,0.10199475007498726,91.99295648560108,1.0
8,24,Worker,,0,,,,,,0.0,0.10199475007498726,91.95324240564818,1.0
8,25,Worker,,0,,,,,,0.0,0.10199475007498726,91.90704357783568,1.0
8,26,Worker,,0,,,,,,0.0,0.10199475007498726,91.89253513990208,0.42292743292138013
8,27,Worker,,0,,,,,,0.0,0.10353235937260012,92.2483323732445,1.0
8,28,Worker,,0,,,,,,0.0,0.10047997655902209,92.9753085446344,1.0
8,29,Worker,,0,,,,,,0.0,0.10047997655902209,92.9753085446344,1.0
8,30,Firm2,10.0,7,6.262024175106911,0.7524179950263015,6.255762150931804,20.31349286281083,1.0,0.06922679635757994,,,
8,31,Firm2,10.0,5,7.232720570054953,0.6194785385389218,0.0,35.25691316588813,1.0,0.06922679635757994,,,
8,32,Firm2,10.0,3,7.23912893966339,0.6370511277981025,23.115734890473366,21.70188157785608,1.0,0.06922679635757994,,,
8,33,Firm2,10.0,0,7.331324560635284,0.7324188511546139,25.986041065620775,9.299788114127267,1.0,0.06922679635757994,,,
8,34,Firm2,10.0,0,8.300907754585431,0.7403274052941747,20.174359540892514,16.835059224495463,1.0,0.06922679635757994,,,
8,35,Firm1,10.0,0,1.7807749335416652,0.8041219405874068,18.46771059140962,0.11783275840670904,1.0,0.06922679635757994,,,
8,36,Firm1,10.0,0,2.0060171506104436,0.7481537299790155,16.64187911726033,0.07254513747506543,1.0,0.06922679635757994,,,
9,0,Worker,,0,,,,,,0.3827824798511302,0.10148477632461232,91.20081541774663,1.0
9,1,Worker,,0,,,,,,0.14708556334619488,0.10148477632461231,91.52800044137463,1.0
9,2,Worker,,0,,,,,,0.0630775379841833,0.10148477632461231,91.51131522941232,1.0
9,3,Worker,,0,,,,,,0.0630775379841833,0.10301469757573711,91.51187844350841,1.0
9,4,Worker,,0,,,,,,0.0630775379841833,0.10301469757573711,91.52800044137463,1.0
9,5,Worker,,0,,,,,,0.06300534573616037,0.10301469757573711,91.52800044137463,1.0
9,6,Worker,,0,,,,,,0.0,0.10301469757573711,91.38589142895378,1.0
