budget,current_labor,expected_price,wage,optimal_production,optimal_labor,optimal_capital,optimal_price
10,1,1.04,1.0,10.000000748816735,10.00000133020231,9.999999392125014,1.04
10,1,1.04,1.5,9.999999639633833,11.148783274750965,7.758942091047237,1.04
10,1,1.04,2.0,7.722217126481507,7.465369620261219,8.356420645333925,1.04
10,1,1.2,1.0,10.000000748816735,10.00000133020231,9.999999392125014,1.2
10,1,1.2,1.5,9.999999639633833,11.148783274750965,7.758942091047237,1.2
10,1,1.2,2.0,7.722217126481507,7.465369620261219,8.356420645333925,1.2
10,2,0.4,1.0,10.000000156330751,10.000000591726469,9.999999140063128,0.4
10,2,0.4,1.5,7.902909827676053,7.2331889107170495,9.716738999057887,0.4
10,2,0.4,2.0,8.454680849175587e-06,5.585972633882696e-06,2.2237886574573806e-05,0.4
10,2,0.56,1.0,10.00000067028049,10.000001451663113,9.99999884545219,0.56
10,2,0.56,1.5,9.78015840952994,10.656790029964093,8.004938676510482,0.56
10,2,0.56,2.0,6.175619119269371,5.0269809104128775,9.982012886752193,0.56
10,2,0.72,1.0,10.000000816483254,10.000001695494818,9.999998763752986,0.72
10,2,0.72,1.5,9.999999186000746,11.14878224623164,7.758942582469582,0.72
10,2,0.72,2.0,7.474419160836449,7.019592283789038,8.653605487488056,0.72
10,2,0.88,1.0,10.00000087802502,10.00000180250546,9.999998717608028,0.88
10,2,0.88,1.5,9.999999764086438,11.148783581540975,7.7589419147522465,0.88
10,2,0.88,2.0,8.209938776557273,8.433548679446131,7.710967940444056,0.88
10,2,1.04,1.0,10.000000909787266,10.000001853385285,9.999998705479229,1.04
10,2,1.04,1.5,9.99999998169528,11.148784082330224,7.758941664351736,1.04
10,2,1.04,2.0,8.551459433132898,9.209017731477937,7.193988590366088,1.04
10,2,1.2,1.0,10.000000909787266,10.000001853385285,9.999998705479229,1.2
10,2,1.2,1.5,9.99999998169528,11.148784082330224,7.758941664351736,1.2
10,2,1.2,2.0,8.551459433132898,9.209017731477937,7.193988590366088,1.2
10,3,0.4,1.0,10.000000500165607,10.000001997503187,9.99999700317154,0.4
10,3,0.4,1.5,9.075682845287599,9.234245554282854,8.71621080053076,0.4
10,3,0.4,2.0,5.44609490882199,4.093104226029941,10.604596374194713,0.4
10,3,0.56,1.0,10.000000881949736,10.000002637248992,9.999996782405054,0.56
10,3,0.56,1.5,9.999998446045208,11.148780569807812,7.75894339423518,0.56
10,3,0.56,2.0,7.326884439335882,6.766198967317184,8.82253430157092,0.56
10,3,0.72,1.0,10.000000996771202,10.000002827555054,9.999996721182535,0.72
10,3,0.72,1.5,9.999999658441027,11.148783361961694,7.758941998074899,0.72
10,3,0.72,2.0,8.262007560527605,8.545660472385041,7.63622672643509,0.72
10,3,0.88,1.0,10.000001048964856,10.000002923573337,9.999996669853687,0.88
10,3,0.88,1.5,10.000000048046287,11.148784258578909,7.758941549751183,0.88
10,3,0.88,2.0,8.743583401217276,9.696013209975067,6.869324934079919,0.88
10,3,1.04,1.0,10.000001072581526,10.00000295589338,9.99999667411542,1.04
10,3,1.04,1.5,10.000000187491908,11.148784579473386,7.758941389296895,1.04
10,3,1.04,2.0,8.958706522993392,10.30342754450151,6.464382057253533,1.04
10,3,1.2,1.0,10.000001072581526,10.00000295589338,9.99999667411542,1.2
10,3,1.2,1.5,10.000000187491908,11.148784579473386,7.758941389296895,1.2
10,3,1.2,2.0,8.958706522993392,10.30342754450151,6.464382057253533,1.2
18,0,0.4,1.0,10.000000847139551,9.718826856052438,10.688115805547971,0.4
18,0,0.4,1.5,9.99999384017732,9.509447017206071,11.245276956619668,0.4
18,0,0.4,2.0,2.2247002663470643e-05,1.4249949159724784e-05,6.290337600816288e-05,0.4
18,0,0.56,1.0,10.000001118254874,9.71882711950766,10.688116095414015,0.56
18,0,0.56,1.5,9.999999556735617,9.50945656063067,11.245272184449666,0.56
18,0,0.56,2.0,7.35394159360124,5.955530412099519,12.029646864794987,0.56
18,0,0.72,1.0,10.000001208620803,9.718827207318611,10.688116192036988,0.72
18,0,0.72,1.5,10.000000121386202,9.509457497489455,11.245271715983732,0.72
18,0,0.72,2.0,8.927572010052373,8.350922213221144,10.432719164016271,0.72
18,0,0.88,1.0,10.000001251544209,9.718827249029104,10.688116237929716,0.88
18,0,0.88,1.5,10.000000333226643,9.509457848963839,11.245271540233167,0.88
18,0,0.88,2.0,9.822733404316761,10.058194435732489,9.294537730514334,0.88
18,0,1.04,1.0,10.000001270526289,9.7188272674739,10.688116258228147,1.04
18,0,1.04,1.5,10.000000411298135,9.50945797849504,11.245271475462571,1.04
18,0,1.04,2.0,9.999998588849735,10.443027325829384,9.03798247822794,1.04
18,0,1.2,1.0,10.000001270526289,9.7188272674739,10.688116258228147,1.2
18,0,1.2,1.5,10.000000411298135,9.50945797849504,11.245271475462571,1.2
18,0,1.2,2.0,9.999998588849735,10.443027325829384,9.03798247822794,1.2
18,1,0.4,1.0,10.000000995871023,10.030927536265482,9.928209366611295,0.4
18,1,0.4,1.5,9.999998552065316,9.509454942782337,11.24527288228617,0.4
18,1,0.4,2.0,6.4595517965300635,4.820750924473523,12.786165825731485,0.4
18,1,0.56,1.0,10.000001231280715,10.030927772384546,9.928209600374329,0.56
18,1,0.56,1.5,9.999999967637526,9.509457291629639,11.24527170768989,0.56
18,1,0.56,2.0,8.737611930380444,8.027568447117135,10.648288281558088,0.56
18,1,0.72,1.0,10.00000131308108,10.03092785443176,9.928209681602024,0.72
18,1,0.72,1.5,10.00000034952427,9.509457925242694,11.245271390842191,0.72
18,1,0.72,2.0,9.87928652479002,10.178879059795591,9.214081296766304,0.72
18,1,0.88,1.0,10.000001352665896,10.03092789413588,9.928209720909823,0.88
18,1,0.88,1.5,10.000000492864123,9.509458163064306,11.245271271915733,0.88
18,1,0.88,2.0,9.999999156907236,10.443028611028527,9.037981602452858,0.88
18,1,1.04,1.0,10.000001370424947,10.030927911948478,9.928209738544528,1.04
18,1,1.04,1.5,10.000000546901981,9.509458252720917,11.245271227079819,1.04
18,1,1.04,2.0,9.999999626730393,10.443029657409367,9.037980904861042,1.04
18,1,1.2,1.0,10.000001370424947,10.030927911948478,9.928209738544528,1.2
18,1,1.2,1.5,10.000000546901981,9.509458252720917,11.245271227079819,1.2
18,1,1.2,2.0,9.999999626730393,10.443029657409367,9.037980904861042,1.2
18,2,0.4,1.0,10.000001128790858,10.321882270537102,9.287440841135695,0.4
18,2,0.4,1.5,9.999999250068091,9.509456171852872,11.245272107637035,0.4
18,2,0.4,2.0,7.789502938299979,6.561041686036149,11.625972509617418,0.4
18,2,0.56,1.0,10.0000013380614,10.321882486532262,9.287441035518588,0.56
18,2,0.56,1.5,10.000000255455985,9.509457840036974,11.245271273334316,0.56
18,2,0.56,2.0,9.61722858811423,9.634529231786589,9.57698113621331,0.56
18,2,0.72,1.0,10.000001413503426,10.32188256439855,9.287441105593492,0.72
18,2,0.72,1.5,10.000000524874597,9.50945828705375,11.245271049758532,0.72
18,2,0.72,2.0,9.99999888137283,10.443028012742284,9.03798198011747,0.72
18,2,0.88,1.0,10.000001450514025,10.321882602597576,9.287441139970984,0.88
18,2,0.88,1.5,10.000000627331284,9.509458457050597,11.245270964723952,0.88
18,2,0.88,2.0,9.999999672405327,10.443029774830334,9.037980805360888,0.88
18,2,1.04,1.0,10.000001466831122,10.32188261945996,9.287441155062831,1.04
18,2,1.04,1.5,10.00000066924244,9.509458526589249,11.245270929941684,1.04
18,2,1.04,2.0,9.99999991972226,10.443030325660748,9.037980438131395,1.04
18,2,1.2,1.0,10.000001466831122,10.32188261945996,9.287441155062831,1.2
18,2,1.2,1.5,10.00000066924244,9.509458526589249,11.245270929941684,1.2
18,2,1.2,2.0,9.99999991972226,10.443030325660748,9.037980438131395,1.2
18,3,0.4,1.0,10.000001250382892,10.594866110459709,8.738644616128264,0.4
18,3,0.4,1.5,9.999999756454356,9.50945712282286,11.245271381864576,0.4
18,3,0.4,2.0,8.768287146021484,8.079024026085683,10.613984437333942,0.4
18,3,0.56,1.0,10.00000143970188,10.594866311032646,8.738644781582815,0.56
18,3,0.56,1.5,10.000000477588312,9.509458319461313,11.245270783010385,0.56
18,3,0.56,2.0,9.999996471216859,10.443022661649529,9.037985523611821,0.56
18,3,0.72,1.0,10.000001509864632,10.594866385366386,8.738644842900966,0.72
18,3,0.72,1.5,10.000000673294394,9.50945864423946,11.245270620374775,0.72
18,3,0.72,2.0,9.999999468706829,10.443029338792936,9.03798107209385,0.72
18,3,0.88,1.0,10.000001544329955,10.594866421888952,8.738644872992321,0.88
18,3,0.88,1.5,10.00000075143167,9.509458773974362,11.245270555215498,0.88
18,3,0.88,2.0,9.999999940107154,10.443030388789145,9.03798037206425,0.88
18,3,1.04,1.0,10.000001559588208,10.594866438045834,8.738644886356514,1.04
18,3,1.04,1.5,10.000000786643946,9.509458832394833,11.245270526004244,1.04
18,3,1.04,2.0,10.000000108355318,10.443030763499376,9.037980122250044,1.04
18,3,1.2,1.0,10.000001559588208,10.594866438045834,8.738644886356514,1.2
18,3,1.2,1.5,10.000000786643946,9.509458832394833,11.245270526004244,1.2
18,3,1.2,2.0,10.000000108355318,10.443030763499376,9.037980122250044,1.2
25,0,0.4,1.0,10.00000136104259,10.452418916384616,9.019053853494517,0.4
25,0,0.4,1.5,9.999999942126582,8.655668432084926,14.005498265207592,0.4
25,0,0.4,2.0,8.518410090825103,6.948743664028246,13.700838085178674,0.4
25,0,0.56,1.0,10.00000153445581,10.452419097637954,9.019054009910246,0.56
25,0,0.56,1.5,10.000000563448634,8.655669337705431,14.005497738477775,0.56
25,0,0.56,2.0,9.999998423855498,9.178453633442176,12.214365049698726,0.56
25,0,0.72,1.0,10.000001600228442,10.45241916638485,9.019054069233771,0.72
25,0,0.72,1.5,10.000000730644896,8.655669577001898,14.005497615036901,0.72
25,0,0.72,2.0,9.99999966542599,9.178455707915568,12.214363666521214,0.72
25,0,0.88,1.0,10.0000016326249,10.452419200246304,9.019054098453678,0.88
25,0,0.88,1.5,10.000000805759798,8.655669661992581,14.005497653802404,0.88
25,0,0.88,2.0,10.000000046819858,9.178456344738114,12.21436324195565,0.88
25,0,1.04,1.0,10.000001646823298,10.452419215086776,9.019054111259873,1.04
25,0,1.04,1.5,10.00000083635495,8.655669705605508,14.005497631964975,1.04
25,0,1.04,2.0,10.000000191861892,9.178456586914075,12.21436308048756,1.04
25,0,1.2,1.0,10.000001646823298,10.452419215086776,9.019054111259873,1.2
25,0,1.2,1.5,10.00000083635495,8.655669705605508,14.005497631964975,1.2
25,0,1.2,2.0,10.000000191861892,9.178456586914075,12.21436308048756,1.2
25,1,0.4,1.0,10.000001471886694,10.696555228968515,8.546028917576882,0.4
25,1,0.4,1.5,10.000000261380741,8.655670132957585,14.005493304289182,0.4
25,1,0.4,2.0,9.736174318951543,8.746751756211655,12.502166195408519,0.4
25,1,0.56,1.0,10.000001632223753,10.696555400470363,8.546029054610207,0.56
25,1,0.56,1.5,10.000000740102443,8.655670942439283,14.00549246484007,0.56
25,1,0.56,2.0,9.99999925332897,9.178455044888652,12.214364047351856,0.56
25,1,0.72,1.0,10.000001694118334,10.696555466675065,8.54602910750767,0.72
25,1,0.72,1.5,10.000000877559838,8.65567108074823,14.005492592054814,0.72
25,1,0.72,2.0,9.999999974257461,9.178456248693877,12.214363244750185,0.72
25,1,0.88,1.0,10.000001724521583,10.696555499195545,8.546029133491347,0.88
25,1,0.88,1.5,10.000000936985076,8.65567125161897,14.005492212374223,0.88
25,1,0.88,2.0,10.00000023689477,9.178456687219,12.21436295238352,0.88
25,1,1.04,1.0,10.000001737650305,10.696555513238547,8.546029144711593,1.04
25,1,1.04,1.5,10.000000963554664,8.655671182345193,14.005492612686485,1.04
25,1,1.04,2.0,10.000000333314553,9.178456848209278,12.214362845050955,1.04
25,1,1.2,1.0,10.000001737650305,10.696555513238547,8.546029144711593,1.2
25,1,1.2,1.5,10.000000963554664,8.655671182345193,14.005492612686485,1.2
25,1,1.2,2.0,10.000000333314553,9.178456848209278,12.214362845050955,1.2
25,2,0.4,1.0,10.000001577047367,10.928340343831355,8.129061338631828,0.4
25,2,0.4,1.5,10.000000502301384,8.74155504918759,13.686522416629213,0.4
25,2,0.4,2.0,9.999997156446137,9.178451573815906,12.214366285024807,0.4
25,2,0.56,1.0,10.000001726854673,10.928340507543645,8.129061460416883,0.56
25,2,0.56,1.5,10.000000883765738,8.741555266012107,13.686523371809246,0.56
25,2,0.56,2.0,9.999999685038185,9.178455797196982,12.214363469148765,0.56
25,2,0.72,1.0,10.000001785382477,10.928340571503833,8.129061507996186,0.72
25,2,0.72,1.5,10.000000999494468,8.741555365200188,13.68652353747771,0.72
25,2,0.72,2.0,10.000000192368164,9.178456644299231,12.214362904366503,0.72
25,2,0.88,1.0,10.000001813962298,10.928340602736474,8.129061531229539,0.88
25,2,0.88,1.5,10.000001056325054,8.741562122335953,13.686498696492055,0.88
25,2,0.88,2.0,10.00000038123275,9.178456959644022,12.214362694119478,0.88
25,2,1.04,1.0,10.000001826052875,10.928340615949082,8.12906154105868,1.04
25,2,1.04,1.5,10.000001077633518,8.74155883564959,13.68651100435321,1.04
25,2,1.04,2.0,10.000000451071505,9.178457076252117,12.214362616374098,1.04
25,2,1.2,1.0,10.000001826052875,10.928340615949082,8.12906154105868,1.2
25,2,1.2,1.5,10.000001077633518,8.74155883564959,13.68651100435321,1.2
25,2,1.2,2.0,10.000000451071505,9.178457076252117,12.214362616374098,1.2
25,3,0.4,1.0,10.000001677782969,11.149190201488272,7.758286605139371,0.4
25,3,0.4,1.5,10.000000669133055,8.987186132406666,12.829548659583596,0.4
25,3,0.4,2.0,9.99999860702971,9.178454037451283,12.214364543872978,0.4
25,3,0.56,1.0,10.000001818759797,11.149190358665157,7.758286714517104,0.56
25,3,0.56,1.5,10.000000976181529,8.987186367117214,12.829549200489444,0.56
25,3,0.56,2.0,9.999999985631579,9.178456339565514,12.214363008890237,0.56
25,3,0.72,1.0,10.000001874303997,11.149190420591628,7.758286757611186,0.72
25,3,0.72,1.5,10.000001078579833,8.987186458803723,12.829549333074125,0.72
25,3,0.72,2.0,10.00000036092332,9.178456966194437,12.214362591084424,0.72
25,3,0.88,1.0,10.000001901159019,11.149190450532284,7.758286778446908,0.88
25,3,0.88,1.5,10.000001127371908,8.987186502816147,12.829549395072585,0.88
25,3,0.88,2.0,10.000000500911161,9.178457199930474,12.214362435240389,0.88
25,3,1.04,1.0,10.000001912284274,11.149190462935888,7.758286787078445,1.04
25,3,1.04,1.5,10.000001150372151,8.987186523484437,12.829549424585874,1.04
25,3,1.04,2.0,10.000000554033036,9.178457288627522,12.214362376098897,1.04
25,3,1.2,1.0,10.000001912284274,11.149190462935888,7.758286787078445,1.2
25,3,1.2,1.5,10.000001150372151,8.987186523484437,12.829549424585874,1.2
25,3,1.2,2.0,10.000000554033036,9.178457288627522,12.214362376098897,1.2
