step,market,agent_type,agent_id,quantity,price
10,labor,seller,13,1,1
10,labor,seller,14,1,1
10,labor,seller,1,1,1
10,labor,seller,10,1,1
10,labor,seller,17,1,1
10,labor,seller,2,1,1
11,capital,seller,21,20,0.40960000000000013
11,capital,seller,20,20,0.40960000000000013
12,consumption,buyer,9,1,24.48
12,consumption,buyer,19,1,24.48
12,consumption,buyer,7,1,24.48
12,consumption,buyer,8,1,24.48
12,consumption,buyer,18,1,24.48
12,consumption,buyer,0,1,24.48
12,consumption,buyer,12,1,24.48
12,consumption,buyer,4,1,24.48
12,consumption,buyer,16,1,24.48
12,consumption,buyer,11,1,24.48
12,consumption,buyer,13,1,24.48
12,consumption,buyer,1,1,24.48
12,consumption,buyer,10,1,24.48
12,consumption,buyer,17,1,24.48
12,consumption,buyer,2,1,24.48
12,consumption,buyer,14,1,24.479999999999997
13,labor,seller,9,1,1
13,labor,seller,13,1,1
13,labor,seller,12,1,1
13,labor,seller,14,1,1
13,labor,seller,8,1,1
13,labor,seller,7,1,1
13,labor,seller,17,1,1
13,labor,seller,16,1,1
13,labor,seller,2,1,1
13,labor,seller,18,1,1
13,labor,seller,4,1,1
13,labor,seller,11,1,1
13,labor,seller,10,1,1
13,labor,seller,1,1,1
13,labor,seller,19,1,1
14,capital,seller,21,20,0.32768000000000014
14,capital,seller,20,20,0.32768000000000014
15,consumption,buyer,0,17.514541791620065,24.48
15,consumption,buyer,9,1,24.48
15,consumption,buyer,13,1,24.48
15,consumption,buyer,12,1,24.48
15,consumption,buyer,8,1,24.48
15,consumption,buyer,7,1,24.48
15,consumption,buyer,17,1,24.48
15,consumption,buyer,16,1,24.48
15,consumption,buyer,15,24.48,24.48
15,consumption,buyer,6,24.48,24.48
15,consumption,buyer,2,1,24.48
15,consumption,buyer,18,1,24.48
15,consumption,buyer,4,1,24.48
15,consumption,buyer,11,1,24.48
15,consumption,buyer,10,1,24.48
15,consumption,buyer,1,1,24.48
15,consumption,buyer,19,1,24.48
15,consumption,buyer,14,1,24.479999999999997
16,labor,seller,6,1,0
16,labor,seller,15,1,0
16,labor,seller,0,1,0
16,labor,seller,3,1,0
16,labor,seller,5,1,0
16,labor,seller,10,1,1
16,labor,seller,14,1,1
16,labor,seller,1,1,1
16,labor,seller,19,1,1
16,labor,seller,13,1,1
16,labor,seller,8,1,1
16,labor,seller,7,1,1
16,labor,seller,12,1,1
16,labor,seller,17,1,1
16,labor,seller,18,1,1
16,labor,seller,4,1,1
16,labor,seller,2,1,1
16,labor,seller,11,1,1
16,labor,seller,9,1,1
16,labor,seller,16,1,1
17,capital,seller,21,20,0.2621440000000001
17,capital,seller,20,20,0.2621440000000001
18,consumption,buyer,10,1,24.48
18,consumption,buyer,1,1,24.48
18,consumption,buyer,19,1,24.48
18,consumption,buyer,13,1,24.48
18,consumption,buyer,8,1,24.48
18,consumption,buyer,7,1,24.48
18,consumption,buyer,12,1,24.48
18,consumption,buyer,17,1,24.48
18,consumption,buyer,18,1,24.48
18,consumption,buyer,4,1,24.48
18,consumption,buyer,2,1,24.48
18,consumption,buyer,11,1,24.48
18,consumption,buyer,9,1,24.48
18,consumption,buyer,16,1,24.48
18,consumption,buyer,14,1,24.479999999999997
19,labor,seller,5,1,0
19,labor,seller,3,1,0
19,labor,seller,6,1,0
19,labor,seller,0,1,0
19,labor,seller,15,1,0
19,labor,seller,19,1,1
19,labor,seller,1,1,1
19,labor,seller,17,1,1
19,labor,seller,8,1,1
19,labor,seller,16,1,1
19,labor,seller,12,1,1
19,labor,seller,7,1,1
19,labor,seller,13,1,1
19,labor,seller,2,1,1
19,labor,seller,9,1,1
19,labor,seller,18,1,1
19,labor,seller,4,1,1
19,labor,seller,10,1,1
19,labor,seller,14,1,1
19,labor,seller,11,1,1
20,capital,seller,21,20,0.2097152000000001
20,capital,seller,20,20,0.2097152000000001
21,consumption,buyer,19,1,24.48
21,consumption,buyer,1,1,24.48
21,consumption,buyer,17,1,24.48
21,consumption,buyer,8,1,24.48
21,consumption,buyer,16,1,24.48
21,consumption,buyer,12,1,24.48
21,consumption,buyer,7,1,24.48
21,consumption,buyer,13,1,24.48
21,consumption,buyer,2,1,24.48
21,consumption,buyer,9,1,24.48
21,consumption,buyer,18,1,24.48
21,consumption,buyer,4,1,24.48
21,consumption,buyer,10,1,24.48
21,consumption,buyer,11,1,24.48
21,consumption,buyer,14,1,24.479999999999997
22,labor,seller,3,1,0
22,labor,seller,6,1,0
22,labor,seller,15,1,0
22,labor,seller,5,1,0
22,labor,seller,0,1,0
22,labor,seller,4,1,1
22,labor,seller,16,1,1
22,labor,seller,18,1,1
22,labor,seller,10,1,1
22,labor,seller,12,1,1
22,labor,seller,7,1,1
22,labor,seller,13,1,1
22,labor,seller,11,1,1
22,labor,seller,19,1,1
22,labor,seller,17,1,1
22,labor,seller,2,1,1
22,labor,seller,14,1,1
22,labor,seller,9,1,1
22,labor,seller,8,1,1
22,labor,seller,1,1,1
23,capital,seller,20,20,0.1677721600000001
23,capital,seller,21,20,0.1677721600000001
24,consumption,buyer,4,1,24.48
24,consumption,buyer,16,1,24.48
24,consumption,buyer,18,1,24.48
24,consumption,buyer,10,1,24.48
24,consumption,buyer,12,1,24.48
24,consumption,buyer,7,1,24.48
24,consumption,buyer,13,1,24.48
24,consumption,buyer,11,1,24.48
24,consumption,buyer,19,1,24.48
24,consumption,buyer,17,1,24.48
24,consumption,buyer,2,1,24.48
24,consumption,buyer,9,1,24.48
24,consumption,buyer,8,1,24.48
24,consumption,buyer,1,1,24.48
24,consumption,buyer,14,1,24.479999999999997
25,labor,seller,3,1,0
25,labor,seller,0,1,0
25,labor,seller,6,1,0
25,labor,seller,15,1,0
25,labor,seller,5,1,0
25,labor,seller,8,1,1
25,labor,seller,19,1,1
25,labor,seller,17,1,1
25,labor,seller,14,1,1
25,labor,seller,7,1,1
25,labor,seller,16,1,1
25,labor,seller,11,1,1
25,labor,seller,1,1,1
25,labor,seller,10,1,1
25,labor,seller,2,1,1
25,labor,seller,13,1,1
25,labor,seller,18,1,1
25,labor,seller,4,1,1
25,labor,seller,12,1,1
25,labor,seller,9,1,1
26,capital,seller,20,20,0.13421772800000006
26,capital,seller,21,20,0.13421772800000006
27,consumption,buyer,8,1,24.48
27,consumption,buyer,19,1,24.48
27,consumption,buyer,17,1,24.48
27,consumption,buyer,7,1,24.48
27,consumption,buyer,16,1,24.48
27,consumption,buyer,11,1,24.48
27,consumption,buyer,1,1,24.48
27,consumption,buyer,10,1,24.48
27,consumption,buyer,2,1,24.48
27,consumption,buyer,13,1,24.48
27,consumption,buyer,18,1,24.48
27,consumption,buyer,4,1,24.48
27,consumption,buyer,12,1,24.48
27,consumption,buyer,9,1,24.48
27,consumption,buyer,14,1,24.479999999999997
28,labor,seller,15,1,0
28,labor,seller,5,1,0
28,labor,seller,6,1,0
28,labor,seller,3,1,0
28,labor,seller,0,1,0
28,labor,seller,8,1,1
28,labor,seller,13,1,1
28,labor,seller,9,1,1
28,labor,seller,7,1,1
28,labor,seller,10,1,1
28,labor,seller,16,1,1
28,labor,seller,4,1,1
28,labor,seller,17,1,1
28,labor,seller,1,1,1
28,labor,seller,11,1,1
28,labor,seller,19,1,1
28,labor,seller,14,1,1
28,labor,seller,18,1,1
28,labor,seller,12,1,1
28,labor,seller,2,1,1
29,capital,seller,21,20,0.10737418240000006
29,capital,seller,20,20,0.10737418240000006
30,consumption,buyer,8,1,24.48
30,consumption,buyer,13,1,24.48
30,consumption,buyer,9,1,24.48
30,consumption,buyer,7,1,24.48
30,consumption,buyer,10,1,24.48
30,consumption,buyer,16,1,24.48
30,consumption,buyer,4,1,24.48
30,consumption,buyer,17,1,24.48
30,consumption,buyer,1,1,24.48
30,consumption,buyer,11,1,24.48
30,consumption,buyer,19,1,24.48
30,consumption,buyer,18,1,24.48
30,consumption,buyer,12,1,24.48
30,consumption,buyer,2,1,24.48
30,consumption,buyer,14,1,24.479999999999997
31,labor,seller,6,1,0
31,labor,seller,5,1,0
31,labor,seller,3,1,0
31,labor,seller,15,1,0
31,labor,seller,0,1,0
31,labor,seller,19,1,1
31,labor,seller,4,1,1
31,labor,seller,14,1,1
31,labor,seller,8,1,1
31,labor,seller,18,1,1
31,labor,seller,7,1,1
31,labor,seller,9,1,1
31,labor,seller,16,1,1
31,labor,seller,17,1,1
31,labor,seller,1,1,1
31,labor,seller,2,1,1
31,labor,seller,10,1,1
31,labor,seller,11,1,1
31,labor,seller,13,1,1
31,labor,seller,12,1,1
32,capital,seller,20,20,0.08589934592000005
32,capital,seller,21,20,0.08589934592000005
33,consumption,buyer,19,1,24.48
33,consumption,buyer,4,1,24.48
33,consumption,buyer,8,1,24.48
33,consumption,buyer,18,1,24.48
33,consumption,buyer,7,1,24.48
33,consumption,buyer,9,1,24.48
33,consumption,buyer,16,1,24.48
33,consumption,buyer,17,1,24.48
33,consumption,buyer,1,1,24.48
33,consumption,buyer,2,1,24.48
33,consumption,buyer,10,1,24.48
33,consumption,buyer,11,1,24.48
33,consumption,buyer,13,1,24.48
33,consumption,buyer,12,1,24.48
33,consumption,buyer,14,1,24.479999999999997
34,labor,seller,3,1,0
34,labor,seller,5,1,0
34,labor,seller,6,1,0
34,labor,seller,0,1,0
34,labor,seller,15,1,0
34,labor,seller,7,1,1
34,labor,seller,10,1,1
34,labor,seller,4,1,1
34,labor,seller,14,1,1
34,labor,seller,8,1,1
34,labor,seller,19,1,1
34,labor,seller,9,1,1
34,labor,seller,2,1,1
34,labor,seller,11,1,1
34,labor,seller,13,1,1
34,labor,seller,12,1,1
34,labor,seller,18,1,1
34,labor,seller,1,1,1
34,labor,seller,17,1,1
34,labor,seller,16,1,1
35,capital,seller,20,20,0.06871947673600004
35,capital,seller,21,20,0.06871947673600004
36,consumption,buyer,7,1,24.48
36,consumption,buyer,10,1,24.48
36,consumption,buyer,4,1,24.48
36,consumption,buyer,8,1,24.48
36,consumption,buyer,19,1,24.48
36,consumption,buyer,9,1,24.48
36,consumption,buyer,2,1,24.48
36,consumption,buyer,11,1,24.48
36,consumption,buyer,13,1,24.48
36,consumption,buyer,12,1,24.48
36,consumption,buyer,18,1,24.48
36,consumption,buyer,1,1,24.48
36,consumption,buyer,17,1,24.48
36,consumption,buyer,16,1,24.48
36,consumption,buyer,14,1,24.479999999999997
37,labor,seller,5,1,0
37,labor,seller,0,1,0
37,labor,seller,3,1,0
37,labor,seller,6,1,0
37,labor,seller,15,1,0
37,labor,seller,16,1,1
37,labor,seller,9,1,1
37,labor,seller,2,1,1
37,labor,seller,17,1,1
37,labor,seller,4,1,1
37,labor,seller,18,1,1
37,labor,seller,14,1,1
37,labor,seller,13,1,1
37,labor,seller,7,1,1
37,labor,seller,19,1,1
37,labor,seller,8,1,1
37,labor,seller,10,1,1
37,labor,seller,11,1,1
37,labor,seller,12,1,1
37,labor,seller,1,1,1
38,capital,seller,21,20,0.054975581388800036
38,capital,seller,20,20,0.054975581388800036
39,consumption,buyer,16,1,24.48
39,consumption,buyer,9,1,24.48
39,consumption,buyer,2,1,24.48
39,consumption,buyer,17,1,24.48
39,consumption,buyer,4,1,24.48
39,consumption,buyer,18,1,24.48
39,consumption,buyer,13,1,24.48
39,consumption,buyer,7,1,24.48
39,consumption,buyer,19,1,24.48
39,consumption,buyer,8,1,24.48
39,consumption,buyer,10,1,24.48
39,consumption,buyer,11,1,24.48
39,consumption,buyer,12,1,24.48
39,consumption,buyer,1,1,24.48
39,consumption,buyer,14,1,24.479999999999997
40,labor,seller,6,1,0
40,labor,seller,5,1,0
40,labor,seller,15,1,0
40,labor,seller,0,1,0
40,labor,seller,3,1,0
40,labor,seller,1,1,1
40,labor,seller,16,1,1
40,labor,seller,4,1,1
40,labor,seller,18,1,1
40,labor,seller,8,1,1
40,labor,seller,13,1,1
40,labor,seller,19,1,1
40,labor,seller,2,1,1
40,labor,seller,17,1,1
40,labor,seller,10,1,1
40,labor,seller,9,1,1
40,labor,seller,11,1,1
40,labor,seller,12,1,1
40,labor,seller,14,1,1
40,labor,seller,7,1,1
41,capital,seller,21,20,0.043980465111040035
41,capital,seller,20,20,0.043980465111040035
42,consumption,buyer,1,1,24.48
42,consumption,buyer,16,1,24.48
42,consumption,buyer,4,1,24.48
42,consumption,buyer,18,1,24.48
42,consumption,buyer,8,1,24.48
42,consumption,buyer,13,1,24.48
42,consumption,buyer,19,1,24.48
42,consumption,buyer,2,1,24.48
42,consumption,buyer,17,1,24.48
42,consumption,buyer,10,1,24.48
42,consumption,buyer,9,1,24.48
42,consumption,buyer,11,1,24.48
42,consumption,buyer,12,1,24.48
42,consumption,buyer,7,1,24.48
42,consumption,buyer,14,1,24.479999999999997
43,labor,seller,3,1,0
43,labor,seller,15,1,0
43,labor,seller,5,1,0
43,labor,seller,6,1,0
43,labor,seller,0,1,0
43,labor,seller,14,1,1
43,labor,seller,7,1,1
43,labor,seller,1,1,1
43,labor,seller,13,1,1
43,labor,seller,16,1,1
43,labor,seller,10,1,1
43,labor,seller,18,1,1
43,labor,seller,19,1,1
43,labor,seller,4,1,1
43,labor,seller,8,1,1
43,labor,seller,11,1,1
43,labor,seller,17,1,1
43,labor,seller,12,1,1
43,labor,seller,9,1,1
43,labor,seller,2,1,1
44,capital,seller,21,20,0.03518437208883203
44,capital,seller,20,20,0.03518437208883203
45,consumption,buyer,7,1,24.48
45,consumption,buyer,1,1,24.48
45,consumption,buyer,13,1,24.48
45,consumption,buyer,16,1,24.48
45,consumption,buyer,10,1,24.48
45,consumption,buyer,18,1,24.48
45,consumption,buyer,19,1,24.48
45,consumption,buyer,4,1,24.48
45,consumption,buyer,8,1,24.48
45,consumption,buyer,11,1,24.48
45,consumption,buyer,17,1,24.48
45,consumption,buyer,12,1,24.48
45,consumption,buyer,9,1,24.48
45,consumption,buyer,2,1,24.48
45,consumption,buyer,14,1,24.479999999999997
46,labor,seller,3,1,0
46,labor,seller,0,1,0
46,labor,seller,15,1,0
46,labor,seller,5,1,0
46,labor,seller,6,1,0
46,labor,seller,11,1,1
46,labor,seller,8,1,1
46,labor,seller,10,1,1
46,labor,seller,9,1,1
46,labor,seller,12,1,1
46,labor,seller,14,1,1
46,labor,seller,18,1,1
46,labor,seller,1,1,1
46,labor,seller,17,1,1
46,labor,seller,19,1,1
46,labor,seller,16,1,1
46,labor,seller,7,1,1
46,labor,seller,13,1,1
46,labor,seller,2,1,1
46,labor,seller,4,1,1
47,capital,seller,21,20,0.028147497671065627
47,capital,seller,20,20,0.028147497671065627
48,consumption,buyer,11,1,24.48
48,consumption,buyer,8,1,24.48
48,consumption,buyer,10,1,24.48
48,consumption,buyer,9,1,24.48
48,consumption,buyer,12,1,24.48
48,consumption,buyer,18,1,24.48
48,consumption,buyer,1,1,24.48
48,consumption,buyer,17,1,24.48
48,consumption,buyer,19,1,24.48
48,consumption,buyer,16,1,24.48
48,consumption,buyer,7,1,24.48
48,consumption,buyer,13,1,24.48
48,consumption,buyer,2,1,24.48
48,consumption,buyer,4,1,24.48
48,consumption,buyer,14,1,24.479999999999997
49,labor,seller,6,1,0
49,labor,seller,15,1,0
49,labor,seller,0,1,0
49,labor,seller,5,1,0
49,labor,seller,3,1,0
49,labor,seller,9,1,1
49,labor,seller,7,1,1
49,labor,seller,16,1,1
49,labor,seller,10,1,1
49,labor,seller,11,1,1
49,labor,seller,19,1,1
49,labor,seller,17,1,1
49,labor,seller,8,1,1
49,labor,seller,13,1,1
49,labor,seller,1,1,1
49,labor,seller,2,1,1
49,labor,seller,14,1,1
49,labor,seller,12,1,1
49,labor,seller,18,1,1
49,labor,seller,4,1,1
50,capital,seller,21,20,0.022517998136852502
50,capital,seller,20,20,0.022517998136852502
51,consumption,buyer,9,1,24.48
51,consumption,buyer,7,1,24.48
51,consumption,buyer,16,1,24.48
51,consumption,buyer,10,1,24.48
51,consumption,buyer,11,1,24.48
51,consumption,buyer,19,1,24.48
51,consumption,buyer,17,1,24.48
51,consumption,buyer,8,1,24.48
51,consumption,buyer,13,1,24.48
51,consumption,buyer,1,1,24.48
51,consumption,buyer,2,1,24.48
51,consumption,buyer,12,1,24.48
51,consumption,buyer,18,1,24.48
51,consumption,buyer,4,1,24.48
51,consumption,buyer,14,1,24.479999999999997
52,labor,seller,6,1,0
52,labor,seller,15,1,0
52,labor,seller,0,1,0
52,labor,seller,3,1,0
52,labor,seller,5,1,0
52,labor,seller,18,1,1
52,labor,seller,14,1,1
52,labor,seller,10,1,1
52,labor,seller,12,1,1
52,labor,seller,11,1,1
52,labor,seller,17,1,1
52,labor,seller,19,1,1
52,labor,seller,8,1,1
52,labor,seller,13,1,1
52,labor,seller,7,1,1
52,labor,seller,4,1,1
52,labor,seller,1,1,1
52,labor,seller,9,1,1
52,labor,seller,2,1,1
52,labor,seller,16,1,1
53,capital,seller,21,20,0.018014398509482003
53,capital,seller,20,20,0.018014398509482003
54,consumption,buyer,18,1,24.48
54,consumption,buyer,10,1,24.48
54,consumption,buyer,12,1,24.48
54,consumption,buyer,11,1,24.48
54,consumption,buyer,17,1,24.48
54,consumption,buyer,19,1,24.48
54,consumption,buyer,8,1,24.48
54,consumption,buyer,13,1,24.48
54,consumption,buyer,7,1,24.48
54,consumption,buyer,4,1,24.48
54,consumption,buyer,1,1,24.48
54,consumption,buyer,9,1,24.48
54,consumption,buyer,2,1,24.48
54,consumption,buyer,16,1,24.48
54,consumption,buyer,14,1,24.479999999999997
55,labor,seller,6,1,0
55,labor,seller,15,1,0
55,labor,seller,0,1,0
55,labor,seller,5,1,0
55,labor,seller,3,1,0
55,labor,seller,13,1,1
55,labor,seller,8,1,1
55,labor,seller,19,1,1
55,labor,seller,9,1,1
55,labor,seller,17,1,1
55,labor,seller,10,1,1
55,labor,seller,4,1,1
55,labor,seller,11,1,1
55,labor,seller,18,1,1
55,labor,seller,7,1,1
55,labor,seller,14,1,1
55,labor,seller,12,1,1
55,labor,seller,16,1,1
55,labor,seller,1,1,1
55,labor,seller,2,1,1
56,capital,seller,21,20,0.014411518807585602
56,capital,seller,20,20,0.014411518807585602
57,consumption,buyer,13,1,24.48
57,consumption,buyer,8,1,24.48
57,consumption,buyer,19,1,24.48
57,consumption,buyer,9,1,24.48
57,consumption,buyer,17,1,24.48
57,consumption,buyer,10,1,24.48
57,consumption,buyer,4,1,24.48
57,consumption,buyer,11,1,24.48
57,consumption,buyer,18,1,24.48
57,consumption,buyer,7,1,24.48
57,consumption,buyer,12,1,24.48
57,consumption,buyer,16,1,24.48
57,consumption,buyer,1,1,24.48
57,consumption,buyer,2,1,24.48
57,consumption,buyer,14,1,24.479999999999997
58,labor,seller,3,1,0
58,labor,seller,0,1,0
58,labor,seller,6,1,0
58,labor,seller,5,1,0
58,labor,seller,15,1,0
58,labor,seller,2,1,1
58,labor,seller,9,1,1
58,labor,seller,14,1,1
58,labor,seller,4,1,1
58,labor,seller,19,1,1
58,labor,seller,16,1,1
58,labor,seller,1,1,1
58,labor,seller,8,1,1
58,labor,seller,18,1,1
58,labor,seller,17,1,1
58,labor,seller,10,1,1
58,labor,seller,11,1,1
58,labor,seller,13,1,1
58,labor,seller,12,1,1
58,labor,seller,7,1,1
59,capital,seller,21,20,0.011529215046068483
59,capital,seller,20,20,0.011529215046068483
60,consumption,buyer,2,1,24.48
60,consumption,buyer,9,1,24.48
60,consumption,buyer,4,1,24.48
60,consumption,buyer,19,1,24.48
60,consumption,buyer,16,1,24.48
60,consumption,buyer,1,1,24.48
60,consumption,buyer,8,1,24.48
60,consumption,buyer,18,1,24.48
60,consumption,buyer,17,1,24.48
60,consumption,buyer,10,1,24.48
60,consumption,buyer,11,1,24.48
60,consumption,buyer,13,1,24.48
60,consumption,buyer,12,1,24.48
60,consumption,buyer,7,1,24.48
60,consumption,buyer,14,1,24.479999999999997
61,labor,seller,0,1,0
61,labor,seller,15,1,0
61,labor,seller,5,1,0
61,labor,seller,3,1,0
61,labor,seller,6,1,0
61,labor,seller,4,1,1
61,labor,seller,1,1,1
61,labor,seller,14,1,1
61,labor,seller,12,1,1
61,labor,seller,19,1,1
61,labor,seller,13,1,1
61,labor,seller,8,1,1
61,labor,seller,16,1,1
61,labor,seller,7,1,1
61,labor,seller,17,1,1
61,labor,seller,18,1,1
61,labor,seller,2,1,1
61,labor,seller,9,1,1
61,labor,seller,10,1,1
61,labor,seller,11,1,1
62,capital,seller,20,20,0.01
62,capital,seller,21,20,0.01
63,consumption,buyer,4,1,24.48
63,consumption,buyer,1,1,24.48
63,consumption,buyer,12,1,24.48
63,consumption,buyer,19,1,24.48
63,consumption,buyer,13,1,24.48
63,consumption,buyer,8,1,24.48
63,consumption,buyer,16,1,24.48
63,consumption,buyer,7,1,24.48
63,consumption,buyer,17,1,24.48
63,consumption,buyer,18,1,24.48
63,consumption,buyer,2,1,24.48
63,consumption,buyer,9,1,24.48
63,consumption,buyer,10,1,24.48
63,consumption,buyer,11,1,24.48
63,consumption,buyer,14,1,24.479999999999997
64,labor,seller,5,1,0
64,labor,seller,0,1,0
64,labor,seller,3,1,0
64,labor,seller,6,1,0
64,labor,seller,15,1,0
64,labor,seller,10,1,1
64,labor,seller,11,1,1
64,labor,seller,16,1,1
64,labor,seller,18,1,1
64,labor,seller,8,1,1
64,labor,seller,14,1,1
64,labor,seller,17,1,1
64,labor,seller,1,1,1
64,labor,seller,7,1,1
64,labor,seller,19,1,1
64,labor,seller,4,1,1
64,labor,seller,13,1,1
64,labor,seller,9,1,1
64,labor,seller,12,1,1
64,labor,seller,2,1,1
65,capital,seller,21,20,0.01
65,capital,seller,20,20,0.01
66,consumption,buyer,10,1,24.48
66,consumption,buyer,11,1,24.48
66,consumption,buyer,16,1,24.48
66,consumption,buyer,18,1,24.48
66,consumption,buyer,8,1,24.48
66,consumption,buyer,17,1,24.48
66,consumption,buyer,1,1,24.48
66,consumption,buyer,7,1,24.48
66,consumption,buyer,19,1,24.48
66,consumption,buyer,4,1,24.48
66,consumption,buyer,13,1,24.48
66,consumption,buyer,9,1,24.48
66,consumption,buyer,12,1,24.48
66,consumption,buyer,2,1,24.48
66,consumption,buyer,14,1,24.479999999999997
67,labor,seller,5,1,0
67,labor,seller,6,1,0
67,labor,seller,15,1,0
67,labor,seller,0,1,0
67,labor,seller,3,1,0
67,labor,seller,19,1,1
67,labor,seller,7,1,1
67,labor,seller,1,1,1
67,labor,seller,9,1,1
67,labor,seller,14,1,1
67,labor,seller,17,1,1
67,labor,seller,12,1,1
67,labor,seller,18,1,1
67,labor,seller,8,1,1
67,labor,seller,16,1,1
67,labor,seller,4,1,1
67,labor,seller,10,1,1
67,labor,seller,13,1,1
67,labor,seller,11,1,1
67,labor,seller,2,1,1
68,capital,seller,20,20,0.01
68,capital,seller,21,20,0.01
69,consumption,buyer,19,1,24.48
69,consumption,buyer,7,1,24.48
69,consumption,buyer,1,1,24.48
69,consumption,buyer,9,1,24.48
69,consumption,buyer,17,1,24.48
69,consumption,buyer,12,1,24.48
69,consumption,buyer,18,1,24.48
69,consumption,buyer,8,1,24.48
69,consumption,buyer,16,1,24.48
69,consumption,buyer,4,1,24.48
69,consumption,buyer,10,1,24.48
69,consumption,buyer,13,1,24.48
69,consumption,buyer,11,1,24.48
69,consumption,buyer,2,1,24.48
69,consumption,buyer,14,1,24.479999999999997
70,labor,seller,5,1,0
70,labor,seller,15,1,0
70,labor,seller,0,1,0
70,labor,seller,6,1,0
70,labor,seller,3,1,0
70,labor,seller,18,1,1
70,labor,seller,2,1,1
70,labor,seller,12,1,1
70,labor,seller,8,1,1
70,labor,seller,13,1,1
70,labor,seller,16,1,1
70,labor,seller,19,1,1
70,labor,seller,1,1,1
70,labor,seller,10,1,1
70,labor,seller,11,1,1
70,labor,seller,9,1,1
70,labor,seller,17,1,1
70,labor,seller,4,1,1
70,labor,seller,7,1,1
70,labor,seller,14,1,1
71,capital,seller,20,20,0.01
71,capital,seller,21,20,0.01
72,consumption,buyer,18,1,24.48
72,consumption,buyer,2,1,24.48
72,consumption,buyer,12,1,24.48
72,consumption,buyer,8,1,24.48
72,consumption,buyer,13,1,24.48
72,consumption,buyer,16,1,24.48
72,consumption,buyer,19,1,24.48
72,consumption,buyer,1,1,24.48
72,consumption,buyer,10,1,24.48
72,consumption,buyer,11,1,24.48
72,consumption,buyer,9,1,24.48
72,consumption,buyer,17,1,24.48
72,consumption,buyer,4,1,24.48
72,consumption,buyer,7,1,24.48
72,consumption,buyer,14,1,24.479999999999997
73,labor,seller,3,1,0
73,labor,seller,15,1,0
73,labor,seller,6,1,0
73,labor,seller,5,1,0
73,labor,seller,0,1,0
73,labor,seller,7,1,1
73,labor,seller,17,1,1
